MOBILE SAFETY CAMERA LOCATION DESCRIPTION REPORT,Unnamed: 1,Unnamed: 2,Unnamed: 3
Sea Lake-Swan Hill Road,SWAN HILL,C,T
Seaford Road,SEAFORD,C,2024-09-01 00:00:00
Seaspray Road,LONGFORD,C,2023-12-01 00:00:00
Seaspray Road,SEASPRAY,C,2023-12-01 00:00:00
Sebastopol-Smythesdale Road,ROSS CREEK,BC,2024-08-01 00:00:00
Selkirk Road,WOODSTOCK,AC,2024-08-01 00:00:00
Serpells Road,TEMPLESTOWE,BC,2024-06-01 00:00:00
Service Street,CLUNES,C,2024-08-01 00:00:00
Settlement Road,THOMASTOWN,ABCD,2024-08-01 00:00:00
Seventh Street,MILDURA,ABCD,2024-08-01 00:00:00
Seventh Street E,MILDURA,ABCD,2024-03-01 00:00:00
Seymour-Avenel Road,SEYMOUR,C,2024-08-01 00:00:00
Seymour-Pyalong Road,SEYMOUR,C,2024-08-01 00:00:00
Seymour-Tooborac Road,PUCKAPUNYAL,C,2024-08-01 00:00:00
Seymour-Tooborac Road,SEYMOUR,C,2024-08-01 00:00:00
Shakespeare Street,HAMILTON,C,2024-10-01 00:00:00
Shanahan Parade,NEWBOROUGH,AC,2024-02-01 00:00:00
Sharps Road,TULLAMARINE,ABCD,T
Shaws Road,WERRIBEE,C,2023-08-01 00:00:00
Shearwater Drive,PAKENHAM,BC,2024-04-01 00:00:00
Sheepwash Road,BARWON HEADS,BC,2024-08-01 00:00:00
Shell Road,OCEAN GROVE,ABC,2024-08-01 00:00:00
Shell Road,POINT LONSDALE,ABC,2024-08-01 00:00:00
Sherbourne Road,MONTMORENCY,C,2024-08-01 00:00:00
Shoreline Drive,SEASPRAY,C,2023-12-01 00:00:00
Shrives Road,NARRE WARREN,B,2024-04-01 00:00:00
Simpsons Road,EAGLEHAWK,BCD,2024-10-01 00:00:00
Sinclairs Road,ROCKBANK,ABC,2024-05-02 00:00:00
Sixteenth Street,IRYMPLE,ABCD,2024-08-01 00:00:00
Sixteenth Street,MILDURA SOUTH,AC,2024-08-01 00:00:00
Sixteenth Street,MILDURA,BCD,2024-08-01 00:00:00
Skene Street,WARRNAMBOOL,C,2024-10-01 00:00:00
Skipton Street,REDAN,ABCD,2024-08-01 00:00:00
Skye Road,FRANKSTON,ABC,2024-09-01 00:00:00
Skyline Road,EILDON,B,2024-04-01 00:00:00
Sladen Street,CRANBOURNE,BC,2024-04-01 00:00:00
Smithfield Road,KENSINGTON,ABC,2024-08-01 00:00:00
Smiths Lane,PEARCEDALE,ABCD,2024-04-01 00:00:00
Smythes Road,DELACOMBE,BCD,2024-08-01 00:00:00
Snake Gully Drive,BUNDOORA,ABCD,2024-01-01 00:00:00
Sneydes Road,WERRIBEE,BC,2023-08-01 00:00:00
Snow Road,OXLEY,ABCD,2024-08-01 00:00:00
Somerton Park Road,SALE,C,2023-12-01 00:00:00
Somerton Road,GREENVALE,ABC,2024-08-01 00:00:00
Somerton Road,BULLA,AC,2024-08-01 00:00:00
Somerville  Road,YARRAVILLE,BC,2023-08-01 00:00:00
Somerville Road,SUNSHINE WEST,ABCD,2024-06-01 00:00:00
Somerville Road,YARRAVILLE,BCD,2023-08-01 00:00:00
South Gippsland Highway,DANDENONG SOUTH,ABCD,2023-09-01 00:00:00
South Gippsland Highway,CRANBOURNE EAST,ABCD,2024-04-01 00:00:00
South Gippsland Highway,CLYDE,ABCD,2024-04-01 00:00:00
South Gippsland Highway,DEVON MEADOWS,ABCD,2024-04-01 00:00:00
South Gippsland Highway,KOO WEE RUP,ABCD,T
South Gippsland Highway,YARRAM,AC,2023-12-01 00:00:00
South Gippsland Highway,LANG LANG,AC,2024-04-01 00:00:00
South Gippsland Highway,LYNBROOK,AC,2024-04-01 00:00:00
South Gippsland Highway,TOORADIN,BC,2024-04-01 00:00:00
South Gippsland Highway,ALBERTON,C,2023-12-01 00:00:00
South Gippsland Highway,HEDLEY,C,2023-12-01 00:00:00
South Gippsland Highway,LONGFORD,C,2023-12-01 00:00:00
South Gippsland Highway,STRADBROKE,C,2023-12-01 00:00:00
South Gippsland Highway,FIVE WAYS,C,2024-04-01 00:00:00
South Gippsland Highway,RUBY,C,2024-09-01 00:00:00
South Gippsland Highway,WELSHPOOL,C,2024-09-01 00:00:00
South Road,MOORABBIN,ABC,2024-06-01 00:00:00
South Road,HAMPTON,AC,2024-03-01 00:00:00
South Street,HADFIELD,BC,2024-08-01 00:00:00
South Valley Road,HIGHTON,ABCD,2024-08-01 00:00:00
Southern Road,HEIDELBERG HEIGHTS,C,2024-08-01 00:00:00
Specimen Hill Road,GOLDEN SQUARE,ABCD,2023-10-01 00:00:00
Spence Street,KEILOR PARK,BCD,2024-06-01 00:00:00
Spencer Street,MELBOURNE,ABCD,2024-08-01 00:00:00
Spring Gully Road,SPRING GULLY,ABCD,2024-10-01 00:00:00
Spring Road,DINGLEY VILLAGE,C,2024-06-01 00:00:00
Spring Road,SPRINGVALE SOUTH,CD,2024-08-01 00:00:00
Spring Street,PRESTON,ABCD,2024-08-01 00:00:00
Springbank Road,BULLAROOK,ABCD,2024-08-01 00:00:00
Springfield Road,BLACKBURN NORTH,C,2024-06-01 00:00:00
Springfield Road,MITCHAM,C,2024-06-01 00:00:00
Springs Road,CLARINDA,AC,2024-03-01 00:00:00
Springvale Road,FOREST HILL,ABCD,2024-06-01 00:00:00
Springvale Road,NUNAWADING,ABCD,2024-06-01 00:00:00
Springvale Road,KEYSBOROUGH,AC,2024-08-01 00:00:00
St Aidans Road,KENNINGTON,ABCD,2024-10-01 00:00:00
St Albans Road,ST ALBANS,ABCD,2024-05-02 00:00:00
St Albans Road,SUNSHINE NORTH,ABCD,2024-05-02 00:00:00
St Arnaud-Wycheproof Road,WOOROONOOK,C,2024-08-01 00:00:00
St Georges Road,CORIO,ABCD,2024-08-01 00:00:00
St Georges Road,TOORAK,BCD,2024-06-01 00:00:00
St Helena Road,ST HELENA,ABCD,2024-08-01 00:00:00
St James Road,ROSANNA,BCD,2024-08-01 00:00:00
St Kilda Road,ST KILDA,ABCD,2024-06-01 00:00:00
Stagecoach Boulevard,SOUTH MORANG,BCD,2024-08-01 00:00:00
Stanley Road,SILVER CREEK,ABCD,2024-10-01 00:00:00
Station Road,MELTON SOUTH,C,2024-05-02 00:00:00
Station Street,EPSOM,ABCD,2024-10-01 00:00:00
Station Street,FAIRFIELD,AC,2024-08-01 00:00:00
Station Street,NUNAWADING,ACD,2024-06-01 00:00:00
Station Street,OFFICER,B,2024-04-01 00:00:00
Station Street,POREPUNKAH,BCD,2024-04-01 00:00:00
Station Street,PORT MELBOURNE,BCD,2024-06-01 00:00:00
Station Street,BOX HILL,C,2024-06-01 00:00:00
Station Street,BOX HILL NORTH,C,2024-06-01 00:00:00
Station Street,BOX HILL SOUTH,C,2024-06-01 00:00:00
Stawell Street South,BALLARAT EAST,ABCD,T
Stawell-Avoca Road,STAWELL,ABC,2024-10-01 00:00:00
Stawell-Warracknabeal Road,WARRACKNABEAL,B,2024-10-01 00:00:00
Stawell-Warracknabeal Road,GLENORCHY,C,2024-10-01 00:00:00
Stawell-Warracknabeal Road,SHEEP HILLS,C,2024-10-01 00:00:00
Stead Street,SALE,BC,2023-12-01 00:00:00
Stephensons Road,MOUNT WAVERLEY,C,2024-06-01 00:00:00
Sternberg Street,KENNINGTON,CD,2024-10-01 00:00:00
Stony Point Road,CRIB POINT,BC,2024-09-01 00:00:00
Strachans Road,MORNINGTON,BC,2024-09-01 00:00:00
Stratford-Maffra Road,MAFFRA,C,2023-12-01 00:00:00
Strathallan Road,MACLEOD,B,2024-08-01 00:00:00
Strathfieldsaye Road,STRATHFIELDSAYE,ACD,T
Strickland Road,EAST BENDIGO,ABCD,2024-10-01 00:00:00
Strzelecki Highway,BERRYS CREEK,A,2024-09-01 00:00:00
Strzelecki Highway,MIRBOO NORTH,A,2024-09-01 00:00:00
Strzelecki Highway,DRIFFIELD,ABC,2024-02-01 00:00:00
Stud Road,ROWVILLE,AC,2024-07-01 00:00:00
Studley Road,EAGLEMONT,BCD,2024-08-01 00:00:00
Sturt Highway,KARAWINNA,ABC,2024-08-01 00:00:00
Sturt Highway,YARRARA,ABC,2024-08-01 00:00:00
Sturt Highway,MERBEIN SOUTH,BC,2024-08-01 00:00:00
Sturt Highway,MERINGUR,C,2024-08-01 00:00:00
Sturt Highway,MERRINEE,C,2024-08-01 00:00:00
Sturt Highway,WARGAN,C,2024-08-01 00:00:00
Summerhill Road,GLEN IRIS,ACD,2024-07-01 00:00:00
Sunbury Road,SUNBURY,C,2024-08-01 00:00:00
Sunraysia Highway,LAMPLOUGH,BC,2024-08-01 00:00:00
Sunraysia Highway,LEARMONTH,BC,2024-08-01 00:00:00
Sunraysia Highway,TANWOOD,BC,2024-08-01 00:00:00
Sunraysia Highway,BRONZEWING,C,2024-08-01 00:00:00
Sunraysia Highway,GYPSUM,C,2024-08-01 00:00:00
Sunraysia Highway,BIRCHIP,C,2024-08-01 00:00:00
Sunraysia Highway,DONALD,C,2024-08-01 00:00:00
Sunraysia Highway,CARAPOOEE,C,2024-10-01 00:00:00
Sunraysia Highway,GAMA,C,2024-10-01 00:00:00
Sunraysia highway,SWANWATER,C,2024-10-01 00:00:00
Sunshine Avenue,KEILOR DOWNS,ABC,2024-06-01 00:00:00
Sunshine Avenue,TAYLORS LAKES,BCD,2024-06-01 00:00:00
Surrey Road,BLACKBURN NORTH,BCD,2024-06-01 00:00:00
Sussex Street,COBURG NORTH,B,2024-08-01 00:00:00
Sutton Street,WARRAGUL,CD,T
Swansea Road,LILYDALE,A,2024-07-01 00:00:00
Swansea Road,MONTROSE,C,2024-05-02 00:00:00
Sydenham Road,SYDENHAM,C,2024-05-02 00:00:00
Sydney Road,CAMPBELLFIELD,ABCD,2024-08-01 00:00:00
Sydney Road,CRAIGIEBURN,ABCD,2024-08-01 00:00:00
Sydney Road,FAWKNER,ABCD,2024-08-01 00:00:00
Sydney Street,ALBION,BCD,2024-06-01 00:00:00
Symonds Street,GOLDEN SQUARE,ACD,2024-10-01 00:00:00
Taggerty-Thornton Road,THORNTON,C,2024-04-01 00:00:00
Tallarook Street,SEYMOUR,ABCD,T
Tannery Lane,MANDURANG,ACD,2024-10-01 00:00:00
Tarcombe Road,SEYMOUR,BC,T
Tarcombe Street,EUROA,C,2024-04-01 00:00:00
Tarneit Road,HOPPERS CROSSING,ABC,2023-08-01 00:00:00
Tarneit Road,TARNEIT,ABCD,2024-04-01 00:00:00
Tarneit Road,WERRIBEE,ABCD,2024-04-01 00:00:00
Tatura-Undera Road,GILLIESTON,BC,2024-08-01 00:00:00
Taylor Street,ASCOT,ABCD,2024-10-01 00:00:00
Taylors Road,TAYLORS HILL,ABC,2024-05-02 00:00:00
Taylors Road,CAROLINE SPRINGS,ABC,2024-05-02 00:00:00
Taylors Road,KEILOR DOWNS,ABCD,2024-06-01 00:00:00
Taylors Road,ST ALBANS,AC,2024-05-02 00:00:00
Taylors Road,PLUMPTON,BC,2024-05-02 00:00:00
Taylors Road,DELAHEY,BCD,2024-05-02 00:00:00
Templeton Street,WANTIRNA,ABC,2024-07-01 00:00:00
Templewood Crescent,AVONDALE HEIGHTS,BCD,2024-08-01 00:00:00
Tennyson Street,ELWOOD,BCD,2024-06-01 00:00:00
Tenth Street,MILDURA,BCD,2024-08-01 00:00:00
Tesselaar Road,WOLLERT,BCD,2024-06-01 00:00:00
Thacker Street,OCEAN GROVE,BC,2024-08-01 00:00:00
The Avenue,SPOTSWOOD,C,2023-08-01 00:00:00
The Avenue,SUNBURY,C,2024-08-01 00:00:00
The Avenue of Honour,BACCHUS MARSH,BC,2024-08-01 00:00:00
The Boulevard,SHEPPARTON,BC,2024-08-01 00:00:00
The Boulevard,PORT MELBOURNE,BCD,2024-06-01 00:00:00
The Esplanade,TORQUAY,BC,2024-08-01 00:00:00
The Eyrie,EAGLEMONT,B,2024-08-01 00:00:00
The Lakes Boulevard,SOUTH MORANG,BC,2024-08-01 00:00:00
Thistle Street,GOLDEN SQUARE,BCD,2024-10-01 00:00:00
Thomas Street,BRIGHTON EAST,AC,2024-03-01 00:00:00
Thompson Road,BANGHOLME,ABCD,T
Thompson Road,NORLANE,BC,2024-08-01 00:00:00
Thompsons Road,LYNDHURST,ABC,2024-04-01 00:00:00
Thompsons Road,CRANBOURNE,BC,2024-04-01 00:00:00
Thompsons Road,NEWBOROUGH,BCD,2024-02-01 00:00:00
Thornhill Road,HIGHTON,ABCD,2024-08-01 00:00:00
Tinks Road,NARRE WARREN,B,2024-04-01 00:00:00
Tobin Street,ARARAT,BC,2024-10-01 00:00:00
Tocumwal Road,NUMURKAH,C,2024-10-01 00:00:00
Todd Road,PORT MELBOURNE,ABCD,2023-09-01 00:00:00
Todd Road,FISHERMENS BEND,BCD,2024-08-01 00:00:00
Tomahawk Creek Road,PIRRON YALLOCK,ABC,2024-08-01 00:00:00
Tomahawk Creek Road,IRREWILLIPE,BC,2024-08-01 00:00:00
Tone Road,WANGARATTA,ABCD,2024-08-01 00:00:00
Tonkin Avenue,COBURG NORTH,BCD,2024-08-01 00:00:00
Toolamba road,MOOROOPNA,BC,2024-08-01 00:00:00
Toomuc Valley Road,PAKENHAM,BC,2024-04-01 00:00:00
Toorak Road,SOUTH YARRA,ABCD,2024-06-01 00:00:00
Toorak Road,TOORAK,ABCD,2024-06-01 00:00:00
Tooronga Road,GLEN IRIS,ABCD,2024-06-01 00:00:00
Tooronga Road,HAWTHORN EAST,AC,2024-06-01 00:00:00
Tooronga Road,MALVERN EAST,C,2024-06-01 00:00:00
Torbay Street,MACLEOD,AC,2024-08-01 00:00:00
Torquay Road,GROVEDALE,ABCD,2024-08-01 00:00:00
Townsend Road,NEWCOMB,ABCD,2024-08-01 00:00:00
Toyon Road,KALKALLO,ABC,2024-08-01 00:00:00
Trafalgar-Mirboo North Road,TRAFALGAR SOUTH,ABCD,T
Traralgon Creek Road,TRARALGON SOUTH,ABC,2024-02-01 00:00:00
Traralgon West Road,MARYVALE,AC,2024-02-01 00:00:00
Traralgon-Maffra Road,HEYFIELD,ABC,2023-12-01 00:00:00
Traralgon-Maffra Road,GLENGARRY,ABC,2024-02-01 00:00:00
Traralgon-Maffra Road,COWWARR,ABCD,2023-12-01 00:00:00
Traralgon-Maffra Road,DENISON,C,2023-12-01 00:00:00
Traralgon-Maffra Road,MAFFRA,C,2023-12-01 00:00:00
Trentham Road,KYNETON,ABCD,T
Trentham Road,TYLDEN,CD,2024-05-02 00:00:00
Truemans Road,CAPEL SOUND,ABCD,T
Truemans Road,TOOTGAROOK,C,2024-09-01 00:00:00
Tucker Road,BENTLEIGH,C,2024-03-01 00:00:00
Tuckfield Street,OCEAN GROVE,BC,2024-08-01 00:00:00
Tulip Street,BLACK ROCK,C,2024-06-01 00:00:00
Twelfth Street,MILDURA,BC,2024-08-01 00:00:00
Twentieth Street,CARDROSS,C,2024-08-01 00:00:00
Twentieth Street,KOORLONG,C,2024-08-01 00:00:00
Twenty Second Street,RED CLIFFS,ABCD,2024-08-01 00:00:00
Twyford Road,CLYDE,B,2024-04-01 00:00:00
Tyabb-Tooradin Road,PEARCEDALE,B,2024-04-01 00:00:00
Tyers Street,STRATFORD,C,2023-12-01 00:00:00
U T Creek Road,ALEXANDRA,B,2024-04-01 00:00:00
Ultimo Street,MANSFIELD,BCD,2024-04-01 00:00:00
Union Road,SURREY HILLS,BCD,2024-06-01 00:00:00
Union Road,BALWYN,C,2024-05-02 00:00:00
Union Street,BRIGHTON EAST,B,2024-06-01 00:00:00
Upper California Gully Road,CALIFORNIA GULLY,ABCD,2024-10-01 00:00:00
Upper Heidelberg Road,IVANHOE,B,2024-08-01 00:00:00
UT Creek Road,EILDON,B,2024-04-01 00:00:00
Valley Drive,WALLAN,BC,2024-08-01 00:00:00
Vasey Avenue,LALOR,BCD,2024-08-01 00:00:00
Ventnor Road,VENTNOR,C,2024-09-01 00:00:00
Victa Road,EAST BENDIGO,ABCD,2024-10-01 00:00:00
Victoria Cross Parade,WODONGA,BCD,2024-10-01 00:00:00
Victoria Road,NORTHCOTE,ABCD,2024-08-01 00:00:00
Victoria Road,THORNBURY,ABCD,2024-08-01 00:00:00
Victoria Street,BRUNSWICK,ABC,2024-08-01 00:00:00
Victoria Street,BRUNSWICK WEST,ABC,2024-08-01 00:00:00
Victoria Street,CARISBROOK,ABCD,2024-10-01 00:00:00
Victoria Street,PRESTON,BC,2024-08-01 00:00:00
Victoria Street,IRONBARK,BCD,2024-10-01 00:00:00
Victoria Street,ALTONA MEADOWS,C,2023-08-01 00:00:00
Victoria Street,WILLIAMSTOWN,C,2023-08-01 00:00:00
Victoria Street,HAMILTON,C,2024-10-01 00:00:00
View Street,ST ALBANS,C,2024-05-02 00:00:00
Villa Road,SPRINGVALE,BCD,2024-08-01 00:00:00
Vincent Avenue,ST ALBANS,C,2024-05-02 00:00:00
Vineyard Road,SUNBURY,ABC,2024-08-01 00:00:00
Wahring-Murchison East Road,MURCHISON EAST,C,2024-08-01 00:00:00
Wahring-Murchison Road,WAHRING,C,2024-08-01 00:00:00
Waiora Road,HEIDELBERG HEIGHTS,ABCD,2024-08-01 00:00:00
Wallace Street,BAIRNSDALE,C,2023-12-01 00:00:00
Wallan Road,WHITTLESEA,BCD,2024-08-01 00:00:00
Wallan Road,GLENVALE,C,2024-08-01 00:00:00
Wallington-Ocean Grove Road,WALLINGTON,ABCD,2024-08-01 00:00:00
Walnut Avenue,MILDURA,ABCD,2024-08-01 00:00:00
Walnut Avenue,MILDURA SOUTH,C,2024-08-01 00:00:00
Wanda Street,MULGRAVE,ABCD,2024-06-01 00:00:00
Wangandary Road,WANGARATTA,BC,T
Wangaratta Road,WANGARATTA,ABC,2024-05-02 00:00:00
Wangaratta Whitfield Road,KING VALLEY,C,2024-05-02 00:00:00
Wangaratta-Whitfield Road,WANGARATTA,ABCD,2024-08-01 00:00:00
Wangaratta-Yarrawonga Road,KILLAWARRA,ABC,2024-05-02 00:00:00
Wangaratta-Yarrawonga Road,WALDARA,ABCD,2024-08-01 00:00:00
Wangaratta-Yarrawonga Road,PEECHELBA,BC,2024-05-02 00:00:00
Wangoom Road,WARRNAMBOOL,C,2024-10-01 00:00:00
Warburton Highway,LILYDALE,ABC,2024-05-02 00:00:00
Warburton Highway,WESBURN,ABC,2024-05-02 00:00:00
Warburton Highway,SEVILLE,ABCD,2024-05-02 00:00:00
Warburton Highway,WOORI YALLOCK,AC,2024-05-02 00:00:00
Warneet Road,BLIND BIGHT,B,2024-04-01 00:00:00
Warneet Road,WARNEET,B,2024-04-01 00:00:00
Warragul-Korumburra Road,WARRAGUL SOUTH,ABC,T
Warralily Boulevard,ARMSTRONG CREEK,ABCD,2024-08-01 00:00:00
Warrandyte Road,RINGWOOD NORTH,ABC,2024-07-01 00:00:00
Warrandyte Road,LANGWARRIN SOUTH,BC,2024-09-01 00:00:00
Warrigal Road,CHADSTONE,ABCD,2024-04-01 00:00:00
Warrigal Road,HEATHERTON,ABCD,T
Warrigal Road,BENTLEIGH EAST,AC,2024-03-01 00:00:00
Warrigal Road,OAKLEIGH SOUTH,C,2024-06-01 00:00:00
Warrigal Road,BURWOOD,C,2024-06-01 00:00:00
Waterside Drive,WATERWAYS,BC,2024-03-01 00:00:00
Waterview Drive,MERNDA,BC,2024-08-01 00:00:00
Watson Street,WALLAN,ABCD,T
Wattle Glen-Kangaroo Ground Road,KANGAROO GROUND,AC,2024-08-01 00:00:00
Wattle Road,MAIDSTONE,C,2023-08-01 00:00:00
Wattle Valley Road,CAMBERWELL,ABCD,2024-06-01 00:00:00
Wattletree Road,MALVERN,AC,2024-06-01 00:00:00
Wattletree Road,MALVERN EAST,C,2024-06-01 00:00:00
Wattletree Road,ARMADALE,CD,2024-06-01 00:00:00
Waverley Road,MALVERN EAST,C,2024-08-01 00:00:00
Wawunna Road,HORSHAM,BC,2024-10-01 00:00:00
Weatherall Road,CHELTENHAM,AC,2024-03-01 00:00:00
Webb Dock Drive,PORT MELBOURNE,ABCD,2023-09-01 00:00:00
Webb Road,ROCHESTER,AB,2024-05-02 00:00:00
Wedge Road,CARRUM DOWNS,C,2024-09-01 00:00:00
Welcome Road,DIGGERS REST,BC,2024-05-02 00:00:00
Wellington Parade South,EAST MELBOURNE,BCD,2024-08-01 00:00:00
Wellington Road,WHEELERS HILL,ABCD,2023-08-01 00:00:00
Wellington Road,CLAYTON,ABCD,T
Wellington Road,LYSTERFIELD,ACD,2024-07-01 00:00:00
Wellington Street,STRATHFIELDSAYE,ABCD,2024-10-01 00:00:00
Wells Road,ASPENDALE GARDENS,ABCD,T
Wells Road,CHELSEA HEIGHTS,ABCD,T
Wells Road,SEAFORD,C,2024-09-01 00:00:00
Wendouree Parade,BALLARAT,C,2024-08-01 00:00:00
Wentworth Road,MERBEIN,C,2024-08-01 00:00:00
Were Street,BRIGHTON,ABC,2024-03-01 00:00:00
Werril Street,SWAN HILL,BC,2024-08-01 00:00:00
West Street,GLENROY,C,2024-08-01 00:00:00
Westall Road,CLAYTON,ABC,2024-06-01 00:00:00
Westall Road,SPRINGVALE SOUTH,C,2024-08-01 00:00:00
Westall Road Extension,DINGLEY VILLAGE,C,2024-03-01 00:00:00
Western Avenue,WESTMEADOWS,BC,2024-08-01 00:00:00
Western Freeway,ROCKBANK,ABC,2024-05-02 00:00:00
Western Freeway,MELTON,ABCD,2024-05-02 00:00:00
Western Freeway,BACCHUS MARSH,ABCD,2024-08-01 00:00:00
Western Freeway,BALLAN,ABCD,2024-08-01 00:00:00
Western Freeway,TRUGANINA,ABCD,T
Western Freeway,BUANGOR,B,2024-10-01 00:00:00
Western Freeway,GORDON,C,2024-08-01 00:00:00
Western Highway,LEIGH CREEK,ABC,2024-08-01 00:00:00
Western Highway,CAROLINE SPRINGS,ABCD,2023-09-01 00:00:00
Western Highway,WARRENHEIP,ABCD,2024-07-01 00:00:00
Western Highway,BEAUFORT,ABCD,2024-08-01 00:00:00
Western Highway,WINDERMERE,ABCD,2024-08-01 00:00:00
Western Highway,GREAT WESTERN,ABCD,2024-10-01 00:00:00
Western Highway,STAWELL,ABCD,2024-10-01 00:00:00
Western Highway,DIMBOOLA,AC,2024-10-01 00:00:00
Western Highway,DRUNG,AC,2024-10-01 00:00:00
Western Highway,LAWLOIT,AC,2024-10-01 00:00:00
Western Highway,MIRAM,AC,2024-10-01 00:00:00
Western Highway,BURRUMBEET,ACD,2024-08-01 00:00:00
Western Highway,ARARAT,B,2024-10-01 00:00:00
Western Highway,DADSWELLS BRIDGE,BC,2024-10-01 00:00:00
Western Highway,ARMSTRONG,C,2024-10-01 00:00:00
Western Highway,DAHLEN,C,2024-10-01 00:00:00
Western Highway,DEEP LEAD,C,2024-10-01 00:00:00
Western Highway,DRUNG DRUNG SOUTH,C,2024-10-01 00:00:00
Western Highway,GERANG GERUNG,C,2024-10-01 00:00:00
Western Highway,KINIMAKATKA,C,2024-10-01 00:00:00
Western Highway,LOCHIEL,C,2024-10-01 00:00:00
Western Highway,MIRAM SOUTH,C,2024-10-01 00:00:00
Western Port Highway,LANGWARRIN,ABC,2024-09-01 00:00:00
Western Port Highway,SKYE,ABC,2024-09-01 00:00:00
Western Port Highway,LYNDHURST,C,2024-08-01 00:00:00
Westernport Highway,LANGWARRIN,C,2024-04-01 00:00:00
Westernport Road,LANG LANG,B,2024-04-01 00:00:00
Westernport Road,RIPPLEBROOK,C,T
Westgarth Street,WESTGARTH,BCD,2024-08-01 00:00:00
Westmelton Drive,MELTON WEST,C,2024-05-02 00:00:00
Westmoreland Road,SUNSHINE NORTH,BCD,2024-06-01 00:00:00
Westwood Drive,BURNSIDE,ABCD,2024-10-01 00:00:00
Westwood Drive,CAROLINE SPRINGS,ABCD,2024-10-01 00:00:00
Wheatsheaf Road,GLENROY,BCD,2024-08-01 00:00:00
White Hill Road,DROMANA,C,2024-09-01 00:00:00
Whitelaw Avenue,DELACOMBE,ABCD,2024-08-01 00:00:00
Whites Road,WARRNAMBOOL,C,2024-10-01 00:00:00
Whitfield Road,MOYHU,BC,2024-04-01 00:00:00
Whittlesea-Kinglake Road,KINGLAKE CENTRAL,BC,2024-08-01 00:00:00
Whittlesea-Kinglake Road,KINGLAKE WEST,BC,2024-08-01 00:00:00
Whittlesea-Kinglake Road,PHEASANT CREEK,BC,2024-08-01 00:00:00
Whittlesea-Yea Road,WHITTLESEA,ABCD,2024-08-01 00:00:00
Wickham Road,HIGHETT,ABCD,2024-06-01 00:00:00
Wickham Road,MOORABBIN,C,2024-06-01 00:00:00
Widford Street,GLENROY,C,2024-08-01 00:00:00
Willaton Street,ST ALBANS,C,2024-05-02 00:00:00
Williams Road,PRAHRAN,C,2024-06-01 00:00:00
Williamson Street,BENDIGO,ABCD,2024-10-01 00:00:00
Williamstown Road,PORT MELBOURNE,BCD,2024-06-01 00:00:00
Willis Street,HAMPTON,ABC,2024-03-01 00:00:00
Willowgrove Road,TRAFALGAR,AC,T
Wilsons Road,MORNINGTON,BC,2024-09-01 00:00:00
Wilton Vale Road,SOUTH MORANG,BC,2024-08-01 00:00:00
Wimmera Highway,NEWBRIDGE,ABCD,2024-10-01 00:00:00
Wimmera Highway,APSLEY,C,2024-10-01 00:00:00
Wimmera Highway,HORSHAM,C,2024-10-01 00:00:00
Wimmera Highway,KARNAK,C,2024-10-01 00:00:00
Wimmera Highway,KOOREH,C,2024-10-01 00:00:00
Wimmera Highway,MOOLERR,C,2024-10-01 00:00:00
Wimmera Highway,QUANTONG,C,2024-10-01 00:00:00
Wimmera Highway,ST ARNAUD,C,2024-10-01 00:00:00
Windsor Avenue,SPRINGVALE,BC,2024-08-01 00:00:00
Winmalee Road,BALWYN,ABCD,2024-05-02 00:00:00
Winton-Glenrowan Road,WINTON NORTH,BC,2024-04-01 00:00:00
Withers Lane,MANSFIELD,BCD,2024-10-01 00:00:00
Witt Street,BENALLA,BC,2024-05-02 00:00:00
Wodonga-Yackandandah Road,BARANDUDA,AC,2024-10-01 00:00:00
Wodonga-Yackandandah Road,STAGHORN FLAT,C,2024-10-01 00:00:00
Wollaston Road,WARRNAMBOOL,C,2023-11-01 00:00:00
Wood Street,FLINDERS,BC,2024-09-01 00:00:00
Wood Street,PRESTON,C,2024-08-01 00:00:00
Woodbine Road,CRANBOURNE NORTH,BCD,2024-04-01 00:00:00
Woodend-Tylden Road,TYLDEN,AC,2024-08-01 00:00:00
Woodland Street,ESSENDON,BCD,2024-08-01 00:00:00
Woodland Street,STRATHMORE,C,2024-08-01 00:00:00
Woods Point Road,EAST WARBURTON,ABC,2024-05-02 00:00:00
Woods Point Road,MCMAHONS CREEK,ABC,2024-05-02 00:00:00
Woods Street,BEACONSFIELD,AD,2024-04-01 00:00:00
Wooralla Drive,MOUNT ELIZA,BCD,2024-09-01 00:00:00
Woori Yallock Road,COCKATOO,ABC,2024-04-01 00:00:00
Woori Yallock Road,NANGANA,ABC,2024-04-01 00:00:00
Woorinen Road,SWAN HILL,C,2024-08-01 00:00:00
Woorinen-Vinifera Road,WOORINEN NORTH,BC,2024-08-01 00:00:00
Woorinen-Vinifera Road,WOORINEN SOUTH,BC,2024-08-01 00:00:00
Worsley Road,BANGHOLME,ABCD,2024-08-01 00:00:00
Wright Street,SUNSHINE,ABCD,2024-06-01 00:00:00
Wright Street,SUNSHINE WEST,BCD,2024-06-01 00:00:00
Wungan Street,MACLEOD,BC,2024-08-01 00:00:00
Wurundjeri Way,DOCKLANDS,ABCD,2024-08-01 00:00:00
Yallambie Road,YALLAMBIE,AC,2024-08-01 00:00:00
Yankee Flat Road,WARRENHEIP,C,2024-08-01 00:00:00
Yarra Boulevard,KEW,ABCD,2024-05-02 00:00:00
Yarra Boulevard,BURNLEY,ABCD,2024-08-01 00:00:00
